po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO00885-1,SUP013,SKU00885,462,462,76.91,2026-05-11,2026-05-18,2026-05-18,ST001,1.0
PO00885-2,SUP013,SKU00885,462,462,76.91,2026-06-05,2026-06-12,2026-06-12,ST001,1.0
PO00885-3,SUP013,SKU00885,462,462,76.91,2026-06-30,2026-07-07,2026-07-07,ST001,1.0
PO00886-1,SUP016,SKU00886,84,84,95.73,2026-05-12,2026-05-20,2026-05-20,ST008,1.0
PO00886-2,SUP016,SKU00886,84,84,95.73,2026-06-06,2026-06-14,2026-06-14,ST008,1.0
PO00886-3,SUP016,SKU00886,84,84,95.73,2026-07-01,2026-07-09,2026-07-09,ST008,1.0
PO00887-1,SUP019,SKU00887,364,364,115.51,2026-05-13,2026-05-22,2026-05-22,ST015,1.0
PO00887-2,SUP019,SKU00887,364,364,115.51,2026-06-07,2026-06-16,2026-06-16,ST015,1.0
PO00887-3,SUP019,SKU00887,364,364,115.51,2026-07-02,2026-07-11,2026-07-11,ST015,1.0
PO00888-1,SUP022,SKU00888,224,224,114.65,2026-05-14,2026-05-24,2026-05-24,ST022,1.0
PO00888-2,SUP022,SKU00888,224,224,114.65,2026-06-08,2026-06-18,2026-06-18,ST022,1.0
PO00888-3,SUP022,SKU00888,224,224,114.65,2026-07-03,2026-07-13,2026-07-13,ST022,1.0
PO00889-1,SUP025,SKU00889,518,518,109.24,2026-05-15,2026-05-22,2026-05-22,ST029,1.0
PO00889-2,SUP025,SKU00889,518,518,109.24,2026-06-09,2026-06-16,2026-06-16,ST029,1.0
PO00889-3,SUP025,SKU00889,518,518,109.24,2026-07-04,2026-07-11,2026-07-11,ST029,1.0
PO00890-1,SUP028,SKU00890,42,42,14.85,2026-05-09,2026-05-17,2026-05-17,ST036,1.0
PO00890-2,SUP028,SKU00890,42,42,14.85,2026-06-03,2026-06-11,2026-06-11,ST036,1.0
PO00890-3,SUP028,SKU00890,42,42,14.85,2026-06-28,2026-07-06,2026-07-06,ST036,1.0
PO00891-1,SUP031,SKU00891,420,420,26.8,2026-05-10,2026-05-19,2026-05-19,ST043,1.0
PO00891-2,SUP031,SKU00891,420,420,26.8,2026-06-04,2026-06-13,2026-06-13,ST043,1.0
PO00891-3,SUP031,SKU00891,420,420,26.8,2026-06-29,2026-07-08,2026-07-08,ST043,1.0
PO00892-1,SUP034,SKU00892,280,280,35.92,2026-05-11,2026-05-21,2026-05-21,ST050,1.0
PO00892-2,SUP034,SKU00892,280,280,35.92,2026-06-05,2026-06-15,2026-06-15,ST050,1.0
PO00892-3,SUP034,SKU00892,280,280,35.92,2026-06-30,2026-07-10,2026-07-10,ST050,1.0
PO00893-1,SUP037,SKU00893,574,574,52.52,2026-05-12,2026-05-19,2026-05-19,ST005,1.0
PO00893-2,SUP037,SKU00893,574,574,52.52,2026-06-06,2026-06-13,2026-06-13,ST005,1.0
PO00893-3,SUP037,SKU00893,574,574,52.52,2026-07-01,2026-07-08,2026-07-08,ST005,1.0
PO00894-1,SUP040,SKU00894,98,98,69.9,2026-05-13,2026-05-21,2026-05-21,ST012,1.0
PO00894-2,SUP040,SKU00894,98,98,69.9,2026-06-07,2026-06-15,2026-06-15,ST012,1.0
PO00894-3,SUP040,SKU00894,98,98,69.9,2026-07-02,2026-07-10,2026-07-10,ST012,1.0
PO00895-1,SUP043,SKU00895,476,476,74.09,2026-05-14,2026-05-23,2026-05-23,ST019,1.0
PO00895-2,SUP043,SKU00895,476,476,74.09,2026-06-08,2026-06-17,2026-06-17,ST019,1.0
PO00895-3,SUP043,SKU00895,476,476,74.09,2026-07-03,2026-07-12,2026-07-12,ST019,1.0
PO00896-1,SUP046,SKU00896,336,336,97.28,2026-05-15,2026-05-25,2026-05-25,ST026,1.0
PO00896-2,SUP046,SKU00896,336,336,97.28,2026-06-09,2026-06-19,2026-06-19,ST026,1.0
PO00896-3,SUP046,SKU00896,336,336,97.28,2026-07-04,2026-07-14,2026-07-14,ST026,1.0
PO00897-1,SUP049,SKU00897,630,630,91.36,2026-05-09,2026-05-16,2026-05-16,ST033,1.0
PO00897-2,SUP049,SKU00897,630,630,91.36,2026-06-03,2026-06-10,2026-06-10,ST033,1.0
PO00897-3,SUP049,SKU00897,630,630,91.36,2026-06-28,2026-07-05,2026-07-05,ST033,1.0
PO00898-1,SUP052,SKU00898,56,56,112.12,2026-05-10,2026-05-18,2026-05-18,ST040,1.0
PO00898-2,SUP052,SKU00898,56,56,112.12,2026-06-04,2026-06-12,2026-06-12,ST040,1.0
PO00898-3,SUP052,SKU00898,56,56,112.12,2026-06-29,2026-07-07,2026-07-07,ST040,1.0
PO00899-1,SUP055,SKU00899,532,532,111.44,2026-05-11,2026-05-20,2026-05-20,ST047,1.0
PO00899-2,SUP055,SKU00899,532,532,111.44,2026-06-05,2026-06-14,2026-06-14,ST047,1.0
PO00899-3,SUP055,SKU00899,532,532,111.44,2026-06-30,2026-07-09,2026-07-09,ST047,1.0
PO00900-1,SUP058,SKU00900,112,112,9.73,2026-05-12,2026-05-22,2026-05-22,ST002,1.0
PO00900-2,SUP058,SKU00900,112,112,9.73,2026-06-06,2026-06-16,2026-06-16,ST002,1.0
PO00900-3,SUP058,SKU00900,112,112,9.73,2026-07-01,2026-07-11,2026-07-11,ST002,1.0
PO00901-1,SUP061,SKU00901,266,266,15.73,2026-05-13,2026-05-20,2026-05-20,ST009,1.0
PO00901-2,SUP061,SKU00901,266,266,15.73,2026-06-07,2026-06-14,2026-06-14,ST009,1.0
PO00901-3,SUP061,SKU00901,266,266,15.73,2026-07-02,2026-07-09,2026-07-09,ST009,1.0
PO00902-1,SUP064,SKU00902,112,112,28.4,2026-05-14,2026-05-22,2026-05-22,ST016,1.0
PO00902-2,SUP064,SKU00902,112,112,28.4,2026-06-08,2026-06-16,2026-06-16,ST016,1.0
PO00902-3,SUP064,SKU00902,112,112,28.4,2026-07-03,2026-07-11,2026-07-11,ST016,1.0
PO00903-1,SUP067,SKU00903,238,238,43.81,2026-05-15,2026-05-24,2026-05-24,ST023,1.0
PO00903-2,SUP067,SKU00903,238,238,43.81,2026-06-09,2026-06-18,2026-06-18,ST023,1.0
PO00903-3,SUP067,SKU00903,238,238,43.81,2026-07-04,2026-07-13,2026-07-13,ST023,1.0
PO00904-1,SUP070,SKU00904,168,168,46.56,2026-05-09,2026-05-19,2026-05-19,ST030,1.0
PO00904-2,SUP070,SKU00904,168,168,46.56,2026-06-03,2026-06-13,2026-06-13,ST030,1.0
PO00904-3,SUP070,SKU00904,168,168,46.56,2026-06-28,2026-07-08,2026-07-08,ST030,1.0
PO00905-1,SUP073,SKU00905,322,322,71.88,2026-05-10,2026-05-17,2026-05-17,ST037,1.0
PO00905-2,SUP073,SKU00905,322,322,71.88,2026-06-04,2026-06-11,2026-06-11,ST037,1.0
PO00905-3,SUP073,SKU00905,322,322,71.88,2026-06-29,2026-07-06,2026-07-06,ST037,1.0
PO00906-1,SUP076,SKU00906,70,70,78.1,2026-05-11,2026-05-19,2026-05-19,ST044,1.0
PO00906-2,SUP076,SKU00906,70,70,78.1,2026-06-05,2026-06-13,2026-06-13,ST044,1.0
PO00906-3,SUP076,SKU00906,70,70,78.1,2026-06-30,2026-07-08,2026-07-08,ST044,1.0
PO00907-1,SUP079,SKU00907,294,294,93.99,2026-05-12,2026-05-21,2026-05-21,ST051,1.0
PO00907-2,SUP079,SKU00907,294,294,93.99,2026-06-06,2026-06-15,2026-06-15,ST051,1.0
PO00907-3,SUP079,SKU00907,294,294,93.99,2026-07-01,2026-07-10,2026-07-10,ST051,1.0
PO00908-1,SUP002,SKU00908,224,224,90.0,2026-05-13,2026-05-23,2026-05-23,ST006,1.0
PO00908-2,SUP002,SKU00908,224,224,90.0,2026-06-07,2026-06-17,2026-06-17,ST006,1.0
PO00908-3,SUP002,SKU00908,224,224,90.0,2026-07-02,2026-07-12,2026-07-12,ST006,1.0
PO00909-1,SUP005,SKU00909,378,378,103.49,2026-05-14,2026-05-21,2026-05-21,ST013,1.0
PO00909-2,SUP005,SKU00909,378,378,103.49,2026-06-08,2026-06-15,2026-06-15,ST013,1.0
PO00909-3,SUP005,SKU00909,378,378,103.49,2026-07-03,2026-07-10,2026-07-10,ST013,1.0
PO00910-1,SUP008,SKU00910,28,28,148.99,2026-05-15,2026-05-23,2026-05-23,ST020,1.0
PO00910-2,SUP008,SKU00910,28,28,148.99,2026-06-09,2026-06-17,2026-06-17,ST020,1.0
PO00910-3,SUP008,SKU00910,28,28,148.99,2026-07-04,2026-07-12,2026-07-12,ST020,1.0
PO00911-1,SUP011,SKU00911,350,350,12.48,2026-05-09,2026-05-18,2026-05-18,ST027,1.0
PO00911-2,SUP011,SKU00911,350,350,12.48,2026-06-03,2026-06-12,2026-06-12,ST027,1.0
PO00911-3,SUP011,SKU00911,350,350,12.48,2026-06-28,2026-07-07,2026-07-07,ST027,1.0
PO00912-1,SUP014,SKU00912,280,280,23.4,2026-05-10,2026-05-20,2026-05-20,ST034,1.0
PO00912-2,SUP014,SKU00912,280,280,23.4,2026-06-04,2026-06-14,2026-06-14,ST034,1.0
PO00912-3,SUP014,SKU00912,280,280,23.4,2026-06-29,2026-07-09,2026-07-09,ST034,1.0
PO00913-1,SUP017,SKU00913,434,434,33.31,2026-05-11,2026-05-18,2026-05-18,ST041,1.0
PO00913-2,SUP017,SKU00913,434,434,33.31,2026-06-05,2026-06-12,2026-06-12,ST041,1.0
PO00913-3,SUP017,SKU00913,434,434,33.31,2026-06-30,2026-07-07,2026-07-07,ST041,1.0
PO00914-1,SUP020,SKU00914,84,84,48.89,2026-05-12,2026-05-20,2026-05-20,ST048,1.0
PO00914-2,SUP020,SKU00914,84,84,48.89,2026-06-06,2026-06-14,2026-06-14,ST048,1.0
PO00914-3,SUP020,SKU00914,84,84,48.89,2026-07-01,2026-07-09,2026-07-09,ST048,1.0
PO00915-1,SUP023,SKU00915,406,406,64.67,2026-05-13,2026-05-22,2026-05-22,ST003,1.0
PO00915-2,SUP023,SKU00915,406,406,64.67,2026-06-07,2026-06-16,2026-06-16,ST003,1.0
PO00915-3,SUP023,SKU00915,406,406,64.67,2026-07-02,2026-07-11,2026-07-11,ST003,1.0
PO00916-1,SUP026,SKU00916,336,336,82.65,2026-05-14,2026-05-24,2026-05-24,ST010,1.0
PO00916-2,SUP026,SKU00916,336,336,82.65,2026-06-08,2026-06-18,2026-06-18,ST010,1.0
PO00916-3,SUP026,SKU00916,336,336,82.65,2026-07-03,2026-07-13,2026-07-13,ST010,1.0
PO00917-1,SUP029,SKU00917,490,490,72.89,2026-05-15,2026-05-22,2026-05-22,ST017,1.0
PO00917-2,SUP029,SKU00917,490,490,72.89,2026-06-09,2026-06-16,2026-06-16,ST017,1.0
PO00917-3,SUP029,SKU00917,490,490,72.89,2026-07-04,2026-07-11,2026-07-11,ST017,1.0
PO00918-1,SUP032,SKU00918,42,42,101.75,2026-05-09,2026-05-17,2026-05-17,ST024,1.0
PO00918-2,SUP032,SKU00918,42,42,101.75,2026-06-03,2026-06-11,2026-06-11,ST024,1.0
PO00918-3,SUP032,SKU00918,42,42,101.75,2026-06-28,2026-07-06,2026-07-06,ST024,1.0
PO00919-1,SUP035,SKU00919,462,462,91.37,2026-05-10,2026-05-19,2026-05-19,ST031,1.0
PO00919-2,SUP035,SKU00919,462,462,91.37,2026-06-04,2026-06-13,2026-06-13,ST031,1.0
PO00919-3,SUP035,SKU00919,462,462,91.37,2026-06-29,2026-07-08,2026-07-08,ST031,1.0
PO00920-1,SUP038,SKU00920,112,112,129.81,2026-05-11,2026-05-21,2026-05-21,ST038,1.0
PO00920-2,SUP038,SKU00920,112,112,129.81,2026-06-05,2026-06-15,2026-06-15,ST038,1.0
PO00920-3,SUP038,SKU00920,112,112,129.81,2026-06-30,2026-07-10,2026-07-10,ST038,1.0
PO00921-1,SUP041,SKU00921,546,546,115.88,2026-05-12,2026-05-19,2026-05-19,ST045,1.0
PO00921-2,SUP041,SKU00921,546,546,115.88,2026-06-06,2026-06-13,2026-06-13,ST045,1.0
PO00921-3,SUP041,SKU00921,546,546,115.88,2026-07-01,2026-07-08,2026-07-08,ST045,1.0
PO00922-1,SUP044,SKU00922,98,98,14.96,2026-05-13,2026-05-21,2026-05-21,ST052,1.0
PO00922-2,SUP044,SKU00922,98,98,14.96,2026-06-07,2026-06-15,2026-06-15,ST052,1.0
PO00922-3,SUP044,SKU00922,98,98,14.96,2026-07-02,2026-07-10,2026-07-10,ST052,1.0
PO00923-1,SUP047,SKU00923,518,518,28.08,2026-05-14,2026-05-23,2026-05-23,ST007,1.0
PO00923-2,SUP047,SKU00923,518,518,28.08,2026-06-08,2026-06-17,2026-06-17,ST007,1.0
PO00923-3,SUP047,SKU00923,518,518,28.08,2026-07-03,2026-07-12,2026-07-12,ST007,1.0
PO00924-1,SUP050,SKU00924,168,168,44.38,2026-05-15,2026-05-25,2026-05-25,ST014,1.0
PO00924-2,SUP050,SKU00924,168,168,44.38,2026-06-09,2026-06-19,2026-06-19,ST014,1.0
PO00924-3,SUP050,SKU00924,168,168,44.38,2026-07-04,2026-07-14,2026-07-14,ST014,1.0
PO00925-1,SUP053,SKU00925,602,602,50.4,2026-05-09,2026-05-16,2026-05-16,ST021,1.0
PO00925-2,SUP053,SKU00925,602,602,50.4,2026-06-03,2026-06-10,2026-06-10,ST021,1.0
PO00925-3,SUP053,SKU00925,602,602,50.4,2026-06-28,2026-07-05,2026-07-05,ST021,1.0
PO00926-1,SUP056,SKU00926,56,56,65.49,2026-05-10,2026-05-18,2026-05-18,ST028,1.0
PO00926-2,SUP056,SKU00926,56,56,65.49,2026-06-04,2026-06-12,2026-06-12,ST028,1.0
PO00926-3,SUP056,SKU00926,56,56,65.49,2026-06-29,2026-07-07,2026-07-07,ST028,1.0
PO00927-1,SUP059,SKU00927,224,224,74.34,2026-05-11,2026-05-20,2026-05-20,ST035,1.0
PO00927-2,SUP059,SKU00927,224,224,74.34,2026-06-05,2026-06-14,2026-06-14,ST035,1.0
PO00927-3,SUP059,SKU00927,224,224,74.34,2026-06-30,2026-07-09,2026-07-09,ST035,1.0
PO00928-1,SUP062,SKU00928,224,224,76.09,2026-05-12,2026-05-22,2026-05-22,ST042,1.0
PO00928-2,SUP062,SKU00928,224,224,76.09,2026-06-06,2026-06-16,2026-06-16,ST042,1.0
PO00928-3,SUP062,SKU00928,224,224,76.09,2026-07-01,2026-07-11,2026-07-11,ST042,1.0
PO00929-1,SUP065,SKU00929,658,658,108.82,2026-05-13,2026-05-20,2026-05-20,ST049,1.0
PO00929-2,SUP065,SKU00929,658,658,108.82,2026-06-07,2026-06-14,2026-06-14,ST049,1.0
PO00929-3,SUP065,SKU00929,658,658,108.82,2026-07-02,2026-07-09,2026-07-09,ST049,1.0
PO00930-1,SUP068,SKU00930,112,112,98.23,2026-05-14,2026-05-22,2026-05-22,ST004,1.0
PO00930-2,SUP068,SKU00930,112,112,98.23,2026-06-08,2026-06-16,2026-06-16,ST004,1.0
PO00930-3,SUP068,SKU00930,112,112,98.23,2026-07-03,2026-07-11,2026-07-11,ST004,1.0
PO00931-1,SUP071,SKU00931,280,280,127.68,2026-05-15,2026-05-24,2026-05-24,ST011,1.0
PO00931-2,SUP071,SKU00931,280,280,127.68,2026-06-09,2026-06-18,2026-06-18,ST011,1.0
PO00931-3,SUP071,SKU00931,280,280,127.68,2026-07-04,2026-07-13,2026-07-13,ST011,1.0
PO00932-1,SUP074,SKU00932,280,280,6.53,2026-05-09,2026-05-19,2026-05-19,ST018,1.0
PO00932-2,SUP074,SKU00932,280,280,6.53,2026-06-03,2026-06-13,2026-06-13,ST018,1.0
PO00932-3,SUP074,SKU00932,280,280,6.53,2026-06-28,2026-07-08,2026-07-08,ST018,1.0
PO00933-1,SUP077,SKU00933,294,294,22.31,2026-05-10,2026-05-17,2026-05-17,ST025,1.0
PO00933-2,SUP077,SKU00933,294,294,22.31,2026-06-04,2026-06-11,2026-06-11,ST025,1.0
PO00933-3,SUP077,SKU00933,294,294,22.31,2026-06-29,2026-07-06,2026-07-06,ST025,1.0
PO00934-1,SUP080,SKU00934,70,70,28.66,2026-05-11,2026-05-19,2026-05-19,ST032,1.0
PO00934-2,SUP080,SKU00934,70,70,28.66,2026-06-05,2026-06-13,2026-06-13,ST032,1.0
PO00934-3,SUP080,SKU00934,70,70,28.66,2026-06-30,2026-07-08,2026-07-08,ST032,1.0
PO00935-1,SUP003,SKU00935,336,336,36.0,2026-05-12,2026-05-21,2026-05-21,ST039,1.0
PO00935-2,SUP003,SKU00935,336,336,36.0,2026-06-06,2026-06-15,2026-06-15,ST039,1.0
PO00935-3,SUP003,SKU00935,336,336,36.0,2026-07-01,2026-07-10,2026-07-10,ST039,1.0
PO00936-1,SUP006,SKU00936,336,336,65.72,2026-05-13,2026-05-23,2026-05-23,ST046,1.0
PO00936-2,SUP006,SKU00936,336,336,65.72,2026-06-07,2026-06-17,2026-06-17,ST046,1.0
PO00936-3,SUP006,SKU00936,336,336,65.72,2026-07-02,2026-07-12,2026-07-12,ST046,1.0
PO00937-1,SUP009,SKU00937,350,350,68.62,2026-05-14,2026-05-21,2026-05-21,ST001,1.0
PO00937-2,SUP009,SKU00937,350,350,68.62,2026-06-08,2026-06-15,2026-06-15,ST001,1.0
PO00937-3,SUP009,SKU00937,350,350,68.62,2026-07-03,2026-07-10,2026-07-10,ST001,1.0
PO00938-1,SUP012,SKU00938,28,28,72.63,2026-05-15,2026-05-23,2026-05-23,ST008,1.0
PO00938-2,SUP012,SKU00938,28,28,72.63,2026-06-09,2026-06-17,2026-06-17,ST008,1.0
PO00938-3,SUP012,SKU00938,28,28,72.63,2026-07-04,2026-07-12,2026-07-12,ST008,1.0
PO00939-1,SUP015,SKU00939,392,392,85.71,2026-05-09,2026-05-18,2026-05-18,ST015,1.0
PO00939-2,SUP015,SKU00939,392,392,85.71,2026-06-03,2026-06-12,2026-06-12,ST015,1.0
PO00939-3,SUP015,SKU00939,392,392,85.71,2026-06-28,2026-07-07,2026-07-07,ST015,1.0
PO00940-1,SUP018,SKU00940,112,112,92.99,2026-05-10,2026-05-20,2026-05-20,ST022,1.0
PO00940-2,SUP018,SKU00940,112,112,92.99,2026-06-04,2026-06-14,2026-06-14,ST022,1.0
PO00940-3,SUP018,SKU00940,112,112,92.99,2026-06-29,2026-07-09,2026-07-09,ST022,1.0
PO00941-1,SUP021,SKU00941,406,406,106.89,2026-05-11,2026-05-18,2026-05-18,ST029,1.0
PO00941-2,SUP021,SKU00941,406,406,106.89,2026-06-05,2026-06-12,2026-06-12,ST029,1.0
PO00941-3,SUP021,SKU00941,406,406,106.89,2026-06-30,2026-07-07,2026-07-07,ST029,1.0
PO00942-1,SUP024,SKU00942,84,84,112.98,2026-05-12,2026-05-20,2026-05-20,ST036,1.0
PO00942-2,SUP024,SKU00942,84,84,112.98,2026-06-06,2026-06-14,2026-06-14,ST036,1.0
PO00942-3,SUP024,SKU00942,84,84,112.98,2026-07-01,2026-07-09,2026-07-09,ST036,1.0
PO00943-1,SUP027,SKU00943,448,448,24.53,2026-05-13,2026-05-22,2026-05-22,ST043,1.0
PO00943-2,SUP027,SKU00943,448,448,24.53,2026-06-07,2026-06-16,2026-06-16,ST043,1.0
PO00943-3,SUP027,SKU00943,448,448,24.53,2026-07-02,2026-07-11,2026-07-11,ST043,1.0
PO00944-1,SUP030,SKU00944,168,168,30.81,2026-05-14,2026-05-24,2026-05-24,ST050,1.0
PO00944-2,SUP030,SKU00944,168,168,30.81,2026-06-08,2026-06-18,2026-06-18,ST050,1.0
PO00944-3,SUP030,SKU00944,168,168,30.81,2026-07-03,2026-07-13,2026-07-13,ST050,1.0
PO00945-1,SUP033,SKU00945,462,462,42.33,2026-05-15,2026-05-22,2026-05-22,ST005,1.0
PO00945-2,SUP033,SKU00945,462,462,42.33,2026-06-09,2026-06-16,2026-06-16,ST005,1.0
PO00945-3,SUP033,SKU00945,462,462,42.33,2026-07-04,2026-07-11,2026-07-11,ST005,1.0
PO00946-1,SUP036,SKU00946,42,42,45.65,2026-05-09,2026-05-17,2026-05-17,ST012,1.0
PO00946-2,SUP036,SKU00946,42,42,45.65,2026-06-03,2026-06-11,2026-06-11,ST012,1.0
PO00946-3,SUP036,SKU00946,42,42,45.65,2026-06-28,2026-07-06,2026-07-06,ST012,1.0
PO00947-1,SUP039,SKU00947,504,504,65.88,2026-05-10,2026-05-19,2026-05-19,ST019,1.0
PO00947-2,SUP039,SKU00947,504,504,65.88,2026-06-04,2026-06-13,2026-06-13,ST019,1.0
PO00947-3,SUP039,SKU00947,504,504,65.88,2026-06-29,2026-07-08,2026-07-08,ST019,1.0
PO00948-1,SUP042,SKU00948,224,224,87.48,2026-05-11,2026-05-21,2026-05-21,ST026,1.0
PO00948-2,SUP042,SKU00948,224,224,87.48,2026-06-05,2026-06-15,2026-06-15,ST026,1.0
PO00948-3,SUP042,SKU00948,224,224,87.48,2026-06-30,2026-07-10,2026-07-10,ST026,1.0
PO00949-1,SUP045,SKU00949,518,518,77.31,2026-05-12,2026-05-19,2026-05-19,ST033,1.0
PO00949-2,SUP045,SKU00949,518,518,77.31,2026-06-06,2026-06-13,2026-06-13,ST033,1.0
PO00949-3,SUP045,SKU00949,518,518,77.31,2026-07-01,2026-07-08,2026-07-08,ST033,1.0
PO00950-1,SUP048,SKU00950,98,98,107.51,2026-05-13,2026-05-21,2026-05-21,ST040,1.0
PO00950-2,SUP048,SKU00950,98,98,107.51,2026-06-07,2026-06-15,2026-06-15,ST040,1.0
PO00950-3,SUP048,SKU00950,98,98,107.51,2026-07-02,2026-07-10,2026-07-10,ST040,1.0
PO00951-1,SUP051,SKU00951,210,210,107.2,2026-05-14,2026-05-23,2026-05-23,ST047,1.0
PO00951-2,SUP051,SKU00951,210,210,107.2,2026-06-08,2026-06-17,2026-06-17,ST047,1.0
PO00951-3,SUP051,SKU00951,210,210,107.2,2026-07-03,2026-07-12,2026-07-12,ST047,1.0
PO00952-1,SUP054,SKU00952,280,280,102.18,2026-05-15,2026-05-25,2026-05-25,ST002,1.0
PO00952-2,SUP054,SKU00952,280,280,102.18,2026-06-09,2026-06-19,2026-06-19,ST002,1.0
PO00952-3,SUP054,SKU00952,280,280,102.18,2026-07-04,2026-07-14,2026-07-14,ST002,1.0
PO00953-1,SUP057,SKU00953,574,574,12.65,2026-05-09,2026-05-16,2026-05-16,ST009,1.0
PO00953-2,SUP057,SKU00953,574,574,12.65,2026-06-03,2026-06-10,2026-06-10,ST009,1.0
PO00953-3,SUP057,SKU00953,574,574,12.65,2026-06-28,2026-07-05,2026-07-05,ST009,1.0
PO00954-1,SUP060,SKU00954,56,56,16.63,2026-05-10,2026-05-18,2026-05-18,ST016,1.0
PO00954-2,SUP060,SKU00954,56,56,16.63,2026-06-04,2026-06-12,2026-06-12,ST016,1.0
PO00954-3,SUP060,SKU00954,56,56,16.63,2026-06-29,2026-07-07,2026-07-07,ST016,1.0
PO00955-1,SUP063,SKU00955,266,266,28.21,2026-05-11,2026-05-20,2026-05-20,ST023,1.0
PO00955-2,SUP063,SKU00955,266,266,28.21,2026-06-05,2026-06-14,2026-06-14,ST023,1.0
PO00955-3,SUP063,SKU00955,266,266,28.21,2026-06-30,2026-07-09,2026-07-09,ST023,1.0
PO00956-1,SUP066,SKU00956,336,336,35.0,2026-05-12,2026-05-22,2026-05-22,ST030,1.0
PO00956-2,SUP066,SKU00956,336,336,35.0,2026-06-06,2026-06-16,2026-06-16,ST030,1.0
PO00956-3,SUP066,SKU00956,336,336,35.0,2026-07-01,2026-07-11,2026-07-11,ST030,1.0
PO00957-1,SUP069,SKU00957,630,630,58.05,2026-05-13,2026-05-20,2026-05-20,ST037,1.0
PO00957-2,SUP069,SKU00957,630,630,58.05,2026-06-07,2026-06-14,2026-06-14,ST037,1.0
PO00957-3,SUP069,SKU00957,630,630,58.05,2026-07-02,2026-07-09,2026-07-09,ST037,1.0
PO00958-1,SUP072,SKU00958,112,112,82.34,2026-05-14,2026-05-22,2026-05-22,ST044,1.0
PO00958-2,SUP072,SKU00958,112,112,82.34,2026-06-08,2026-06-16,2026-06-16,ST044,1.0
PO00958-3,SUP072,SKU00958,112,112,82.34,2026-07-03,2026-07-11,2026-07-11,ST044,1.0
PO00959-1,SUP075,SKU00959,322,322,77.1,2026-05-15,2026-05-24,2026-05-24,ST051,1.0
PO00959-2,SUP075,SKU00959,322,322,77.1,2026-06-09,2026-06-18,2026-06-18,ST051,1.0
PO00959-3,SUP075,SKU00959,322,322,77.1,2026-07-04,2026-07-13,2026-07-13,ST051,1.0
PO00960-1,SUP078,SKU00960,112,112,94.67,2026-05-09,2026-05-19,2026-05-19,ST006,1.0
PO00960-2,SUP078,SKU00960,112,112,94.67,2026-06-03,2026-06-13,2026-06-13,ST006,1.0
PO00960-3,SUP078,SKU00960,112,112,94.67,2026-06-28,2026-07-08,2026-07-08,ST006,1.0
PO00961-1,SUP001,SKU00961,266,266,90.14,2026-05-10,2026-05-17,2026-05-17,ST013,1.0
PO00961-2,SUP001,SKU00961,266,266,90.14,2026-06-04,2026-06-11,2026-06-11,ST013,1.0
PO00961-3,SUP001,SKU00961,266,266,90.14,2026-06-29,2026-07-06,2026-07-06,ST013,1.0
PO00962-1,SUP004,SKU00962,70,70,128.26,2026-05-11,2026-05-19,2026-05-19,ST020,1.0
PO00962-2,SUP004,SKU00962,70,70,128.26,2026-06-05,2026-06-13,2026-06-13,ST020,1.0
PO00962-3,SUP004,SKU00962,70,70,128.26,2026-06-30,2026-07-08,2026-07-08,ST020,1.0
PO00963-1,SUP007,SKU00963,378,378,130.88,2026-05-12,2026-05-21,2026-05-21,ST027,1.0
PO00963-2,SUP007,SKU00963,378,378,130.88,2026-06-06,2026-06-15,2026-06-15,ST027,1.0
PO00963-3,SUP007,SKU00963,378,378,130.88,2026-07-01,2026-07-10,2026-07-10,ST027,1.0
PO00964-1,SUP010,SKU00964,168,168,24.76,2026-05-13,2026-05-23,2026-05-23,ST034,1.0
PO00964-2,SUP010,SKU00964,168,168,24.76,2026-06-07,2026-06-17,2026-06-17,ST034,1.0
PO00964-3,SUP010,SKU00964,168,168,24.76,2026-07-02,2026-07-12,2026-07-12,ST034,1.0
PO00965-1,SUP013,SKU00965,322,322,25.76,2026-05-14,2026-05-21,2026-05-21,ST041,1.0
PO00965-2,SUP013,SKU00965,322,322,25.76,2026-06-08,2026-06-15,2026-06-15,ST041,1.0
PO00965-3,SUP013,SKU00965,322,322,25.76,2026-07-03,2026-07-10,2026-07-10,ST041,1.0
PO00966-1,SUP016,SKU00966,28,28,36.22,2026-05-15,2026-05-23,2026-05-23,ST048,1.0
PO00966-2,SUP016,SKU00966,28,28,36.22,2026-06-09,2026-06-17,2026-06-17,ST048,1.0
PO00966-3,SUP016,SKU00966,28,28,36.22,2026-07-04,2026-07-12,2026-07-12,ST048,1.0
PO00967-1,SUP019,SKU00967,434,434,50.19,2026-05-09,2026-05-18,2026-05-18,ST003,1.0
PO00967-2,SUP019,SKU00967,434,434,50.19,2026-06-03,2026-06-12,2026-06-12,ST003,1.0
PO00967-3,SUP019,SKU00967,434,434,50.19,2026-06-28,2026-07-07,2026-07-07,ST003,1.0
PO00968-1,SUP022,SKU00968,224,224,64.72,2026-05-10,2026-05-20,2026-05-20,ST010,1.0
PO00968-2,SUP022,SKU00968,224,224,64.72,2026-06-04,2026-06-14,2026-06-14,ST010,1.0
PO00968-3,SUP022,SKU00968,224,224,64.72,2026-06-29,2026-07-09,2026-07-09,ST010,1.0
PO00969-1,SUP025,SKU00969,378,378,68.98,2026-05-11,2026-05-18,2026-05-18,ST017,1.0
